"TIME","GEO","UNIT","NA_ITEM","Value","Flag and Footnotes"
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Euro","Real labour productivity per person",":",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","National currency","Compensation per employee","37,994.9",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","National currency","Compensation of employees per hour worked","25.8",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","National currency","Nominal labour productivity per person",":",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","National currency","Nominal labour productivity per hour worked",":",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","National currency","Real labour productivity per person",":",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchasing power standard (PPS)","Compensation per employee","36,800.7",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchasing power standard (PPS)","Compensation of employees per hour worked","25.0",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchasing power standard (PPS)","Nominal labour productivity per person",":",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchasing power standard (PPS)","Nominal labour productivity per hour worked",":",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchasing power standard (PPS)","Real labour productivity per person",":",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchasing power standard (PPS, EU27 from 2020)","Compensation per employee","36,138.1",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchasing power standard (PPS, EU27 from 2020)","Compensation of employees per hour worked","24.6",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchasing power standard (PPS, EU27 from 2020)","Nominal labour productivity per person",":",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchasing power standard (PPS, EU27 from 2020)","Nominal labour productivity per hour worked",":",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchasing power standard (PPS, EU27 from 2020)","Real labour productivity per person",":",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Index, 2015=100","Compensation per employee",":",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Index, 2015=100","Compensation of employees per hour worked",":",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Index, 2020=100","Nominal labour productivity per person","108.1",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Index, 2020=100","Nominal labour productivity per hour worked","112.3",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Index, 2015=100","Real labour productivity per person","98.2",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Index, 2010=100","Compensation per employee",":",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Index, 2010=100","Compensation of employees per hour worked",":",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Index, 2010=100","Nominal labour productivity per person",":",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Index, 2010=100","Nominal labour productivity per hour worked",":",""
"2013","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Index, 2010=100","Real labour productivity per person","101.4",""
"2013","Euro area - 19 countries  (from 2015)","Euro","Compensation per employee","37,702.0",""
"2013","Euro area - 19 countries  (from 2015)","Euro","Compensation of employees per hour worked","25.4",""
"2013","Euro area - 19 countries  (from 2015)","Euro","Nominal labour productivity per person",":",""
"2013","Euro area - 19 countries  (from 2015)","Euro","Nominal labour productivity per hour worked",":",""
"2013","Euro area - 19 countries  (from 2015)","Euro","Real labour productivity per person",":",""
"2013","Euro area - 19 countries  (from 2015)","National currency","Compensation per employee","37,702.0",""
"2013","Euro area - 19 countries  (from 2015)","National currency","Compensation of employees per hour worked","25.4",""
"2013","Euro area - 19 countries  (from 2015)","National currency","Nominal labour productivity per person",":",""
"2013","Euro area - 19 countries  (from 2015)","National currency","Nominal labour productivity per hour worked",":",""
"2013","Euro area - 19 countries  (from 2015)","National currency","Real labour productivity per person",":",""
"2013","Euro area - 19 countries  (from 2015)","Purchasing power standard (PPS)","Compensation per employee","36,668.7",""
"2013","Euro area - 19 countries  (from 2015)","Purchasing power standard (PPS)","Compensation of employees per hour worked","24.7",""
"2013","Euro area - 19 countries  (from 2015)","Purchasing power standard (PPS)","Nominal labour productivity per person",":",""
"2013","Euro area - 19 countries  (from 2015)","Purchasing power standard (PPS)","Nominal labour productivity per hour worked",":",""
"2013","Euro area - 19 countries  (from 2015)","Purchasing power standard (PPS)","Real labour productivity per person",":",""
"2013","Euro area - 19 countries  (from 2015)","Purchasing power standard (PPS, EU27 from 2020)","Compensation per employee","35,996.5",""
"2013","Euro area - 19 countries  (from 2015)","Purchasing power standard (PPS, EU27 from 2020)","Compensation of employees per hour worked","24.3",""
"2013","Euro area - 19 countries  (from 2015)","Purchasing power standard (PPS, EU27 from 2020)","Nominal labour productivity per person",":",""
"2013","Euro area - 19 countries  (from 2015)","Purchasing power standard (PPS, EU27 from 2020)","Nominal labour productivity per hour worked",":",""
"2013","Euro area - 19 countries  (from 2015)","Purchasing power standard (PPS, EU27 from 2020)","Real labour productivity per person",":",""
"2013","Euro area - 19 countries  (from 2015)","Index, 2015=100","Compensation per employee",":",""
"2013","Euro area - 19 countries  (from 2015)","Index, 2015=100","Compensation of employees per hour worked",":",""
"2013","Euro area - 19 countries  (from 2015)","Index, 2020=100","Nominal labour productivity per person","107.5",""
"2013","Euro area - 19 countries  (from 2015)","Index, 2020=100","Nominal labour productivity per hour worked","111.4",""
"2013","Euro area - 19 countries  (from 2015)","Index, 2015=100","Real labour productivity per person","98.2",""
"2013","Euro area - 19 countries  (from 2015)","Index, 2010=100","Compensation per employee",":",""
"2013","Euro area - 19 countries  (from 2015)","Index, 2010=100","Compensation of employees per hour worked",":",""
"2013","Euro area - 19 countries  (from 2015)","Index, 2010=100","Nominal labour productivity per person",":",""
"2013","Euro area - 19 countries  (from 2015)","Index, 2010=100","Nominal labour productivity per hour worked",":",""
"2013","Euro area - 19 countries  (from 2015)","Index, 2010=100","Real labour productivity per person","101.4",""
"2013","Euro area - 12 countries (2001-2006)","Euro","Compensation per employee","38,699.3",""
"2013","Euro area - 12 countries (2001-2006)","Euro","Compensation of employees per hour worked","26.3",""
"2013","Euro area - 12 countries (2001-2006)","Euro","Nominal labour productivity per person",":",""
"2013","Euro area - 12 countries (2001-2006)","Euro","Nominal labour productivity per hour worked",":",""
"2013","Euro area - 12 countries (2001-2006)","Euro","Real labour productivity per person",":",""
"2013","Euro area - 12 countries (2001-2006)","National currency","Compensation per employee","38,699.3",""
"2013","Euro area - 12 countries (2001-2006)","National currency","Compensation of employees per hour worked","26.3",""
"2013","Euro area - 12 countries (2001-2006)","National currency","Nominal labour productivity per person",":",""
"2013","Euro area - 12 countries (2001-2006)","National currency","Nominal labour productivity per hour worked",":",""
"2013","Euro area - 12 countries (2001-2006)","National currency","Real labour productivity per person",":",""
"2013","Euro area - 12 countries (2001-2006)","Purchasing power standard (PPS)","Compensation per employee","37,254.6",""
"2013","Euro area - 12 countries (2001-2006)","Purchasing power standard (PPS)","Compensation of employees per hour worked","25.4",""
"2013","Euro area - 12 countries (2001-2006)","Purchasing power standard (PPS)","Nominal labour productivity per person",":",""
"2013","Euro area - 12 countries (2001-2006)","Purchasing power standard (PPS)","Nominal labour productivity per hour worked",":",""
"2013","Euro area - 12 countries (2001-2006)","Purchasing power standard (PPS)","Real labour productivity per person",":",""
"2013","Euro area - 12 countries (2001-2006)","Purchasing power standard (PPS, EU27 from 2020)","Compensation per employee","36,572.0",""
"2013","Euro area - 12 countries (2001-2006)","Purchasing power standard (PPS, EU27 from 2020)","Compensation of employees per hour worked","24.9",""
"2013","Euro area - 12 countries (2001-2006)","Purchasing power standard (PPS, EU27 from 2020)","Nominal labour productivity per person",":",""
"2013","Euro area - 12 countries (2001-2006)","Purchasing power standard (PPS, EU27 from 2020)","Nominal labour productivity per hour worked",":",""
"2013","Euro area - 12 countries (2001-2006)","Purchasing power standard (PPS, EU27 from 2020)","Real labour productivity per person",":",""
"2013","Euro area - 12 countries (2001-2006)","Index, 2015=100","Compensation per employee",":",""
"2013","Euro area - 12 countries (2001-2006)","Index, 2015=100","Compensation of employees per hour worked",":",""
"2013","Euro area - 12 countries (2001-2006)","Index, 2020=100","Nominal labour productivity per person",":",""
"2013","Euro area - 12 countries (2001-2006)","Index, 2020=100","Nominal labour productivity per hour worked",":",""
"2013","Euro area - 12 countries (2001-2006)","Index, 2015=100","Real labour productivity per person","98.2",""
"2013","Euro area - 12 countries (2001-2006)","Index, 2010=100","Compensation per employee",":",""
"2013","Euro area - 12 countries (2001-2006)","Index, 2010=100","Compensation of employees per hour worked",":",""
"2013","Euro area - 12 countries (2001-2006)","Index, 2010=100","Nominal labour productivity per person",":",""
"2013","Euro area - 12 countries (2001-2006)","Index, 2010=100","Nominal labour productivity per hour worked",":",""
"2013","Euro area - 12 countries (2001-2006)","Index, 2010=100","Real labour productivity per person","101.4",""
"2013","Belgium","Euro","Compensation per employee","53,452.5",""
"2013","Belgium","Euro","Compensation of employees per hour worked","37.2",""
"2013","Belgium","Euro","Nominal labour productivity per person",":",""
"2013","Belgium","Euro","Nominal labour productivity per hour worked",":",""
"2013","Belgium","Euro","Real labour productivity per person",":",""
"2013","Belgium","National currency","Compensation per employee","53,452.5",""
"2013","Belgium","National currency","Compensation of employees per hour worked","37.2",""
"2013","Belgium","National currency","Nominal labour productivity per person",":",""
"2013","Belgium","National currency","Nominal labour productivity per hour worked",":",""
"2013","Belgium","National currency","Real labour productivity per person",":",""
"2013","Belgium","Purchasing power standard (PPS)","Compensation per employee","48,719.8",""
"2013","Belgium","Purchasing power standard (PPS)","Compensation of employees per hour worked","33.9",""
"2013","Belgium","Purchasing power standard (PPS)","Nominal labour productivity per person",":",""
"2013","Belgium","Purchasing power standard (PPS)","Nominal labour productivity per hour worked",":",""
"2013","Belgium","Purchasing power standard (PPS)","Real labour productivity per person",":",""
"2013","Belgium","Purchasing power standard (PPS, EU27 from 2020)","Compensation per employee","47,827.1",""
"2013","Belgium","Purchasing power standard (PPS, EU27 from 2020)","Compensation of employees per hour worked","33.3",""
"2013","Belgium","Purchasing power standard (PPS, EU27 from 2020)","Nominal labour productivity per person",":",""
"2013","Belgium","Purchasing power standard (PPS, EU27 from 2020)","Nominal labour productivity per hour worked",":",""
"2013","Belgium","Purchasing power standard (PPS, EU27 from 2020)","Real labour productivity per person",":",""
"2013","Belgium","Index, 2015=100","Compensation per employee",":",""
"2013","Belgium","Index, 2015=100","Compensation of employees per hour worked",":",""
"2013","Belgium","Index, 2020=100","Nominal labour productivity per person","130.2",""
"2013","Belgium","Index, 2020=100","Nominal labour productivity per hour worked","134.4",""
"2013","Belgium","Index, 2015=100","Real labour productivity per person","97.7",""
"2013","Belgium","Index, 2010=100","Compensation per employee",":",""
"2013","Belgium","Index, 2010=100","Compensation of employees per hour worked",":",""
"2013","Belgium","Index, 2010=100","Nominal labour productivity per person",":",""
"2013","Belgium","Index, 2010=100","Nominal labour productivity per hour worked",":",""
"2013","Belgium","Index, 2010=100","Real labour productivity per person","101.4",""
"2013","Bulgaria","Euro","Compensation per employee","6,617.5","p"
"2013","Bulgaria","Euro","Compensation of employees per hour worked","4.0","p"
"2013","Bulgaria","Euro","Nominal labour productivity per person",":",""
"2013","Bulgaria","Euro","Nominal labour productivity per hour worked",":",""
"2013","Bulgaria","Euro","Real labour productivity per person",":",""
"2013","Bulgaria","National currency","Compensation per employee","12,942.5","p"
"2013","Bulgaria","National currency","Compensation of employees per hour worked","7.8","p"
"2013","Bulgaria","National currency","Nominal labour productivity per person",":",""
"2013","Bulgaria","National currency","Nominal labour productivity per hour worked",":",""
"2013","Bulgaria","National currency","Real labour productivity per person",":",""
"2013","Bulgaria","Purchasing power standard (PPS)","Compensation per employee","13,985.2","p"
"2013","Bulgaria","Purchasing power standard (PPS)","Compensation of employees per hour worked","8.4","p"
"2013","Bulgaria","Purchasing power standard (PPS)","Nominal labour productivity per person",":",""
"2013","Bulgaria","Purchasing power standard (PPS)","Nominal labour productivity per hour worked",":",""
"2013","Bulgaria","Purchasing power standard (PPS)","Real labour productivity per person",":",""
"2013","Bulgaria","Purchasing power standard (PPS, EU27 from 2020)","Compensation per employee","13,729.0","p"
"2013","Bulgaria","Purchasing power standard (PPS, EU27 from 2020)","Compensation of employees per hour worked","8.3","p"
"2013","Bulgaria","Purchasing power standard (PPS, EU27 from 2020)","Nominal labour productivity per person",":",""
"2013","Bulgaria","Purchasing power standard (PPS, EU27 from 2020)","Nominal labour productivity per hour worked",":",""
"2013","Bulgaria","Purchasing power standard (PPS, EU27 from 2020)","Real labour productivity per person",":",""
"2013","Bulgaria","Index, 2015=100","Compensation per employee",":",""
"2013","Bulgaria","Index, 2015=100","Compensation of employees per hour worked",":",""
"2013","Bulgaria","Index, 2020=100","Nominal labour productivity per person","42.9",""
"2013","Bulgaria","Index, 2020=100","Nominal labour productivity per hour worked","42.7",""
"2013","Bulgaria","Index, 2015=100","Real labour productivity per person","95.1","p"
"2013","Bulgaria","Index, 2010=100","Compensation per employee",":",""
"2013","Bulgaria","Index, 2010=100","Compensation of employees per hour worked",":",""
"2013","Bulgaria","Index, 2010=100","Nominal labour productivity per person",":",""
"2013","Bulgaria","Index, 2010=100","Nominal labour productivity per hour worked",":",""
"2013","Bulgaria","Index, 2010=100","Real labour productivity per person","108.5","p"
"2013","Czechia","Euro","Compensation per employee","15,018.7",""
"2013","Czechia","Euro","Compensation of employees per hour worked","8.7",""
"2013","Czechia","Euro","Nominal labour productivity per person",":",""
"2013","Czechia","Euro","Nominal labour productivity per hour worked",":",""
"2013","Czechia","Euro","Real labour productivity per person",":",""
"2013","Czechia","National currency","Compensation per employee","390,185.8",""
"2013","Czechia","National currency","Compensation of employees per hour worked","226.3",""
"2013","Czechia","National currency","Nominal labour productivity per person",":",""
"2013","Czechia","National currency","Nominal labour productivity per hour worked",":",""
"2013","Czechia","National currency","Real labour productivity per person",":",""
"2013","Czechia","Purchasing power standard (PPS)","Compensation per employee","22,424.6",""
"2013","Czechia","Purchasing power standard (PPS)","Compensation of employees per hour worked","13.0",""
"2013","Czechia","Purchasing power standard (PPS)","Nominal labour productivity per person",":",""
"2013","Czechia","Purchasing power standard (PPS)","Nominal labour productivity per hour worked",":",""
"2013","Czechia","Purchasing power standard (PPS)","Real labour productivity per person",":",""
"2013","Czechia","Purchasing power standard (PPS, EU27 from 2020)","Compensation per employee","22,013.7",""
"2013","Czechia","Purchasing power standard (PPS, EU27 from 2020)","Compensation of employees per hour worked","12.8",""
"2013","Czechia","Purchasing power standard (PPS, EU27 from 2020)","Nominal labour productivity per person",":",""
"2013","Czechia","Purchasing power standard (PPS, EU27 from 2020)","Nominal labour productivity per hour worked",":",""
"2013","Czechia","Purchasing power standard (PPS, EU27 from 2020)","Real labour productivity per person",":",""
"2013","Czechia","Index, 2015=100","Compensation per employee",":",""
"2013","Czechia","Index, 2015=100","Compensation of employees per hour worked",":",""
"2013","Czechia","Index, 2020=100","Nominal labour productivity per person","76.8",""
"2013","Czechia","Index, 2020=100","Nominal labour productivity per hour worked","71.3",""
"2013","Czechia","Index, 2015=100","Real labour productivity per person","94.3",""
"2013","Czechia","Index, 2010=100","Compensation per employee",":",""
"2013","Czechia","Index, 2010=100","Compensation of employees per hour worked",":",""
"2013","Czechia","Index, 2010=100","Nominal labour productivity per person",":",""
"2013","Czechia","Index, 2010=100","Nominal labour productivity per hour worked",":",""
"2013","Czechia","Index, 2010=100","Real labour productivity per person","100.0",""
"2013","Denmark","Euro","Compensation per employee","51,515.6",""
"2013","Denmark","Euro","Compensation of employees per hour worked","36.7",""
"2013","Denmark","Euro","Nominal labour productivity per person",":",""
"2013","Denmark","Euro","Nominal labour productivity per hour worked",":",""
"2013","Denmark","Euro","Real labour productivity per person",":",""
"2013","Denmark","National currency","Compensation per employee","384,198.1",""
"2013","Denmark","National currency","Compensation of employees per hour worked","273.9",""
"2013","Denmark","National currency","Nominal labour productivity per person",":",""
"2013","Denmark","National currency","Nominal labour productivity per hour worked",":",""
"2013","Denmark","National currency","Real labour productivity per person",":",""
"2013","Denmark","Purchasing power standard (PPS)","Compensation per employee","38,383.3",""
"2013","Denmark","Purchasing power standard (PPS)","Compensation of employees per hour worked","27.4",""
"2013","Denmark","Purchasing power standard (PPS)","Nominal labour productivity per person",":",""
"2013","Denmark","Purchasing power standard (PPS)","Nominal labour productivity per hour worked",":",""
"2013","Denmark","Purchasing power standard (PPS)","Real labour productivity per person",":",""
"2013","Denmark","Purchasing power standard (PPS, EU27 from 2020)","Compensation per employee","37,680.1",""
"2013","Denmark","Purchasing power standard (PPS, EU27 from 2020)","Compensation of employees per hour worked","26.9",""
"2013","Denmark","Purchasing power standard (PPS, EU27 from 2020)","Nominal labour productivity per person",":",""
"2013","Denmark","Purchasing power standard (PPS, EU27 from 2020)","Nominal labour productivity per hour worked",":",""
"2013","Denmark","Purchasing power standard (PPS, EU27 from 2020)","Real labour productivity per person",":",""
"2013","Denmark","Index, 2015=100","Compensation per employee",":",""
"2013","Denmark","Index, 2015=100","Compensation of employees per hour worked",":",""
"2013","Denmark","Index, 2020=100","Nominal labour productivity per person","115.5",""
"2013","Denmark","Index, 2020=100","Nominal labour productivity per hour worked","132.6",""
"2013","Denmark","Index, 2015=100","Real labour productivity per person","98.3",""
"2013","Denmark","Index, 2010=100","Compensation per employee",":",""
"2013","Denmark","Index, 2010=100","Compensation of employees per hour worked",":",""
"2013","Denmark","Index, 2010=100","Nominal labour productivity per person",":",""
"2013","Denmark","Index, 2010=100","Nominal labour productivity per hour worked",":",""
"2013","Denmark","Index, 2010=100","Real labour productivity per person","103.3",""
"2013","Germany (until 1990 former territory of the FRG)","Euro","Compensation per employee","38,150.1",""
"2013","Germany (until 1990 former territory of the FRG)","Euro","Compensation of employees per hour worked","28.8",""
"2013","Germany (until 1990 former territory of the FRG)","Euro","Nominal labour productivity per person",":",""
"2013","Germany (until 1990 former territory of the FRG)","Euro","Nominal labour productivity per hour worked",":",""
"2013","Germany (until 1990 former territory of the FRG)","Euro","Real labour productivity per person",":",""
"2013","Germany (until 1990 former territory of the FRG)","National currency","Compensation per employee","38,150.1",""
"2013","Germany (until 1990 former territory of the FRG)","National currency","Compensation of employees per hour worked","28.8",""
"2013","Germany (until 1990 former territory of the FRG)","National currency","Nominal labour productivity per person",":",""
"2013","Germany (until 1990 former territory of the FRG)","National currency","Nominal labour productivity per hour worked",":",""
"2013","Germany (until 1990 former territory of the FRG)","National currency","Real labour productivity per person",":",""
"2013","Germany (until 1990 former territory of the FRG)","Purchasing power standard (PPS)","Compensation per employee","36,180.8",""
"2013","Germany (until 1990 former territory of the FRG)","Purchasing power standard (PPS)","Compensation of employees per hour worked","27.3",""
"2013","Germany (until 1990 former territory of the FRG)","Purchasing power standard (PPS)","Nominal labour productivity per person",":",""
"2013","Germany (until 1990 former territory of the FRG)","Purchasing power standard (PPS)","Nominal labour productivity per hour worked",":",""
"2013","Germany (until 1990 former territory of the FRG)","Purchasing power standard (PPS)","Real labour productivity per person",":",""
"2013","Germany (until 1990 former territory of the FRG)","Purchasing power standard (PPS, EU27 from 2020)","Compensation per employee","35,517.8",""
"2013","Germany (until 1990 former territory of the FRG)","Purchasing power standard (PPS, EU27 from 2020)","Compensation of employees per hour worked","26.8",""
"2013","Germany (until 1990 former territory of the FRG)","Purchasing power standard (PPS, EU27 from 2020)","Nominal labour productivity per person",":",""
"2013","Germany (until 1990 former territory of the FRG)","Purchasing power standard (PPS, EU27 from 2020)","Nominal labour productivity per hour worked",":",""
"2013","Germany (until 1990 former territory of the FRG)","Purchasing power standard (PPS, EU27 from 2020)","Real labour productivity per person",":",""
"2013","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Compensation per employee",":",""
"2013","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Compensation of employees per hour worked",":",""
"2013","Germany (until 1990 former territory of the FRG)","Index, 2020=100","Nominal labour productivity per person","104.3",""
"2013","Germany (until 1990 former territory of the FRG)","Index, 2020=100","Nominal labour productivity per hour worked","122.3",""
"2013","Germany (until 1990 former territory of the FRG)","Index, 2015=100","Real labour productivity per person","97.9",""
"2013","Germany (until 1990 former territory of the FRG)","Index, 2010=100","Compensation per employee",":",""
"2013","Germany (until 1990 former territory of the FRG)","Index, 2010=100","Compensation of employees per hour worked",":",""
"2013","Germany (until 1990 former territory of the FRG)","Index, 2010=100","Nominal labour productivity per person",":",""
"2013","Germany (until 1990 former territory of the FRG)","Index, 2010=100","Nominal labour productivity per hour worked",":",""
"2013","Germany (until 1990 former territory of the FRG)","Index, 2010=100","Real labour productivity per person","101.6",""
"2013","Estonia","Euro","Compensation per employee","15,826.5",""
"2013","Estonia","Euro","Compensation of employees per hour worked","8.5",""
"2013","Estonia","Euro","Nominal labour productivity per person",":",""
"2013","Estonia","Euro","Nominal labour productivity per hour worked",":",""
"2013","Estonia","Euro","Real labour productivity per person",":",""
"2013","Estonia","National currency","Compensation per employee","15,826.5",""
"2013","Estonia","National currency","Compensation of employees per hour worked","8.5",""
"2013","Estonia","National currency","Nominal labour productivity per person",":",""
"2013","Estonia","National currency","Nominal labour productivity per hour worked",":",""
"2013","Estonia","National currency","Real labour productivity per person",":",""
"2013","Estonia","Purchasing power standard (PPS)","Compensation per employee","22,260.0",""
"2013","Estonia","Purchasing power standard (PPS)","Compensation of employees per hour worked","12.0",""
"2013","Estonia","Purchasing power standard (PPS)","Nominal labour productivity per person",":",""
"2013","Estonia","Purchasing power standard (PPS)","Nominal labour productivity per hour worked",":",""
"2013","Estonia","Purchasing power standard (PPS)","Real labour productivity per person",":",""
"2013","Estonia","Purchasing power standard (PPS, EU27 from 2020)","Compensation per employee","21,852.2",""
"2013","Estonia","Purchasing power standard (PPS, EU27 from 2020)","Compensation of employees per hour worked","11.7",""
"2013","Estonia","Purchasing power standard (PPS, EU27 from 2020)","Nominal labour productivity per person",":",""
"2013","Estonia","Purchasing power standard (PPS, EU27 from 2020)","Nominal labour productivity per hour worked",":",""
"2013","Estonia","Purchasing power standard (PPS, EU27 from 2020)","Real labour productivity per person",":",""
"2013","Estonia","Index, 2015=100","Compensation per employee",":",""
"2013","Estonia","Index, 2015=100","Compensation of employees per hour worked",":",""
"2013","Estonia","Index, 2020=100","Nominal labour productivity per person","73.8",""
"2013","Estonia","Index, 2020=100","Nominal labour productivity per hour worked","64.8",""
"2013","Estonia","Index, 2015=100","Real labour productivity per person","98.8",""
"2013","Estonia","Index, 2010=100","Compensation per employee",":",""
"2013","Estonia","Index, 2010=100","Compensation of employees per hour worked",":",""
"2013","Estonia","Index, 2010=100","Nominal labour productivity per person",":",""
"2013","Estonia","Index, 2010=100","Nominal labour productivity per hour worked",":",""
"2013","Estonia","Index, 2010=100","Real labour productivity per person","102.4",""
"2013","Ireland","Euro","Compensation per employee","45,306.2",""
"2013","Ireland","Euro","Compensation of employees per hour worked","27.3",""
"2013","Ireland","Euro","Nominal labour productivity per person",":",""
"2013","Ireland","Euro","Nominal labour productivity per hour worked",":",""
"2013","Ireland","Euro","Real labour productivity per person",":",""
"2013","Ireland","National currency","Compensation per employee","45,306.2",""
"2013","Ireland","National currency","Compensation of employees per hour worked","27.3",""
"2013","Ireland","National currency","Nominal labour productivity per person",":",""
"2013","Ireland","National currency","Nominal labour productivity per hour worked",":",""
"2013","Ireland","National currency","Real labour productivity per person",":",""
"2013","Ireland","Purchasing power standard (PPS)","Compensation per employee","41,037.1",""
"2013","Ireland","Purchasing power standard (PPS)","Compensation of employees per hour worked","24.7",""
"2013","Ireland","Purchasing power standard (PPS)","Nominal labour productivity per person",":",""
"2013","Ireland","Purchasing power standard (PPS)","Nominal labour productivity per hour worked",":",""
"2013","Ireland","Purchasing power standard (PPS)","Real labour productivity per person",":",""
"2013","Ireland","Purchasing power standard (PPS, EU27 from 2020)","Compensation per employee","40,285.4",""
"2013","Ireland","Purchasing power standard (PPS, EU27 from 2020)","Compensation of employees per hour worked","24.2",""
"2013","Ireland","Purchasing power standard (PPS, EU27 from 2020)","Nominal labour productivity per person",":",""
"2013","Ireland","Purchasing power standard (PPS, EU27 from 2020)","Nominal labour productivity per hour worked",":",""
"2013","Ireland","Purchasing power standard (PPS, EU27 from 2020)","Real labour productivity per person",":",""
"2013","Ireland","Index, 2015=100","Compensation per employee",":",""
"2013","Ireland","Index, 2015=100","Compensation of employees per hour worked",":",""
"2013","Ireland","Index, 2020=100","Nominal labour productivity per person","143",""
"2013","Ireland","Index, 2020=100","Nominal labour productivity per hour worked","134.2",""
"2013","Ireland","Index, 2015=100","Real labour productivity per person","78.3",""
"2013","Ireland","Index, 2010=100","Compensation per employee",":",""
"2013","Ireland","Index, 2010=100","Compensation of employees per hour worked",":",""
"2013","Ireland","Index, 2010=100","Nominal labour productivity per person",":",""
"2013","Ireland","Index, 2010=100","Nominal labour productivity per hour worked",":",""
"2013","Ireland","Index, 2010=100","Real labour productivity per person","101.7",""
"2013","Greece","Euro","Compensation per employee","22,512.8","p"
"2013","Greece","Euro","Compensation of employees per hour worked","11.6","p"
"2013","Greece","Euro","Nominal labour productivity per person",":",""
"2013","Greece","Euro","Nominal labour productivity per hour worked",":",""
"2013","Greece","Euro","Real labour productivity per person",":",""
"2013","Greece","National currency","Compensation per employee","22,512.8","p"
"2013","Greece","National currency","Compensation of employees per hour worked","11.6","p"
"2013","Greece","National currency","Nominal labour productivity per person",":",""
"2013","Greece","National currency","Nominal labour productivity per hour worked",":",""
"2013","Greece","National currency","Real labour productivity per person",":",""
"2013","Greece","Purchasing power standard (PPS)","Compensation per employee","26,203.9","p"
"2013","Greece","Purchasing power standard (PPS)","Compensation of employees per hour worked","13.5","p"
"2013","Greece","Purchasing power standard (PPS)","Nominal labour productivity per person",":",""
"2013","Greece","Purchasing power standard (PPS)","Nominal labour productivity per hour worked",":",""
"2013","Greece","Purchasing power standard (PPS)","Real labour productivity per person",":",""
